experiment,variant,fold,cv_splits,model,rows,train_rows_after_sampling,predictors,fit_seconds,predict_seconds,total_seconds,note,class_weight,macro_f1,accuracy,balanced_accuracy,ordinal_mae,recall_dissatisfied,recall_neutral,recall_satisfied
class_weight_search,class_weight_balanced,1,2,Extra Trees,6834,3417,20,0.18922410000232048,0.02269230000092648,0.21191640000324696,Baseline Extra Trees balanced class weights.,balanced,0.5563607861488266,0.6947614866842259,0.5566531170995691,0.35001463271875916,0.3677685950413223,0.4859913793103448,0.8161993769470405
class_weight_search,class_weight_balanced,2,2,Extra Trees,6834,3417,20,0.15494910001871176,0.016394500009482726,0.1713436000281945,Baseline Extra Trees balanced class weights.,balanced,0.5589280965790137,0.6988586479367866,0.5551906147799173,0.3435762364647352,0.3677685950413223,0.46817691477885653,0.8296263345195729
class_weight_search,class_weight_equal_1_1_1,1,2,Extra Trees,6834,3417,20,0.16691440000431612,0.021539999986998737,0.18845439999131486,"Manual equal class weights: {0: 1, 1: 1, 2: 1}.","{'dissatisfied': 1, 'neutral': 1, 'satisfied': 1}",0.5179016141614938,0.7181738366988587,0.4917062439923381,0.32338308457711445,0.18181818181818182,0.3760775862068966,0.9172229639519359
class_weight_search,class_weight_equal_1_1_1,2,2,Extra Trees,6834,3417,20,0.16135390000999905,0.01570769998943433,0.17706159999943338,"Manual equal class weights: {0: 1, 1: 1, 2: 1}.","{'dissatisfied': 1, 'neutral': 1, 'satisfied': 1}",0.5536240776580729,0.729880011706175,0.5193770978730758,0.30816505706760317,0.25206611570247933,0.3807982740021575,0.9252669039145908
class_weight_search,class_weight_dissatisfied_2_neutral_1_5,1,2,Extra Trees,6834,3417,20,0.20518630000879057,0.017724799981806427,0.222911099990597,"Manual class weights: {0: 2, 1: 1.5, 2: 1}.","{'dissatisfied': 2, 'neutral': 1.5, 'satisfied': 1}",0.5319988084892184,0.7105648229441031,0.5110680344023076,0.3330406789581504,0.22727272727272727,0.42564655172413796,0.8802848242100578
class_weight_search,class_weight_dissatisfied_2_neutral_1_5,2,2,Extra Trees,6834,3417,20,0.1803873000026215,0.02369229999021627,0.20407959999283776,"Manual class weights: {0: 2, 1: 1.5, 2: 1}.","{'dissatisfied': 2, 'neutral': 1.5, 'satisfied': 1}",0.5661046597560112,0.7246122329528827,0.5363562794084541,0.31050629206906644,0.2975206611570248,0.4120819848975189,0.8994661921708185
class_weight_search,class_weight_dissatisfied_3_neutral_2,1,2,Extra Trees,6834,3417,20,0.1582248999911826,0.022901699994690716,0.18112659998587333,"Manual class weights: {0: 3, 1: 2, 2: 1}.","{'dissatisfied': 3, 'neutral': 2, 'satisfied': 1}",0.5566947853686205,0.7120280948200176,0.5404746027539585,0.3242610477026632,0.2768595041322314,0.49676724137931033,0.8477970627503337
class_weight_search,class_weight_dissatisfied_3_neutral_2,2,2,Extra Trees,6834,3417,20,0.15154189997701906,0.023276599997188896,0.17481849997420795,"Manual class weights: {0: 3, 1: 2, 2: 1}.","{'dissatisfied': 3, 'neutral': 2, 'satisfied': 1}",0.5732560368799909,0.7251975417032485,0.5501375398449743,0.3099209833187006,0.30165289256198347,0.4746494066882416,0.8741103202846975
class_weight_search,class_weight_dissatisfied_4_neutral_2,1,2,Extra Trees,6834,3417,20,0.33579240000108257,0.03897560000768863,0.3747680000087712,"Manual class weights: {0: 4, 1: 2, 2: 1}.","{'dissatisfied': 4, 'neutral': 2, 'satisfied': 1}",0.5516083302061949,0.7026631548141645,0.5396562639232856,0.3412350014632719,0.30991735537190085,0.4665948275862069,0.842456608811749
class_weight_search,class_weight_dissatisfied_4_neutral_2,2,2,Extra Trees,6834,3417,20,0.3084073000063654,0.02924379997421056,0.33765109998057596,"Manual class weights: {0: 4, 1: 2, 2: 1}.","{'dissatisfied': 4, 'neutral': 2, 'satisfied': 1}",0.5622913567602628,0.713491366695932,0.5472003179232593,0.3242610477026632,0.34297520661157027,0.42718446601941745,0.87144128113879
class_weight_search,class_weight_dissatisfied_5_neutral_2,1,2,Extra Trees,6834,3417,20,0.20384679999551736,0.027422399987699464,0.23126919998321682,"Manual class weights: {0: 5, 1: 2, 2: 1}.","{'dissatisfied': 5, 'neutral': 2, 'satisfied': 1}",0.5641750175773984,0.707638279192274,0.5554509730398899,0.3330406789581504,0.359504132231405,0.45905172413793105,0.8477970627503337
class_weight_search,class_weight_dissatisfied_5_neutral_2,2,2,Extra Trees,6834,3417,20,0.20518540000193752,0.015045900014229119,0.22023130001616664,"Manual class weights: {0: 5, 1: 2, 2: 1}.","{'dissatisfied': 5, 'neutral': 2, 'satisfied': 1}",0.5696492514992157,0.7143693298214808,0.5565764355387691,0.32338308457711445,0.359504132231405,0.447680690399137,0.8625444839857651
class_weight_search,class_weight_stronger_dissatisfied,1,2,Extra Trees,6834,3417,20,0.17552029999205843,0.024632099986774847,0.20015239997883327,Stronger dissatisfied weight only.,"{'dissatisfied': 4, 'neutral': 1, 'satisfied': 1}",0.5337707117071284,0.710857477319286,0.5241235421861575,0.3374304945858941,0.34297520661157027,0.31573275862068967,0.9136626613262128
class_weight_search,class_weight_stronger_dissatisfied,2,2,Extra Trees,6834,3417,20,0.1629042999993544,0.022168499999679625,0.18507279999903403,Stronger dissatisfied weight only.,"{'dissatisfied': 4, 'neutral': 1, 'satisfied': 1}",0.5497235753683801,0.7211003804506877,0.5388357618159612,0.32455370207784606,0.384297520661157,0.30204962243797195,0.9301601423487544
class_weight_search,class_weight_stronger_neutral,1,2,Extra Trees,6834,3417,20,0.16629789999569766,0.014274899993324652,0.18057279998902231,Stronger neutral weight only.,"{'dissatisfied': 1, 'neutral': 2.5, 'satisfied': 1}",0.5206096176093428,0.713491366695932,0.5080062459074339,0.31431079894644426,0.11983471074380166,0.5657327586206896,0.8384512683578104
class_weight_search,class_weight_stronger_neutral,2,2,Extra Trees,6834,3417,20,0.18387050001183525,0.023761599994031712,0.20763210000586696,Stronger neutral weight only.,"{'dissatisfied': 1, 'neutral': 2.5, 'satisfied': 1}",0.541170444363349,0.7143693298214808,0.515979393376346,0.3163593795727246,0.18181818181818182,0.5102481121898598,0.8558718861209964
class_weight_search,class_weight_stronger_dissatisfied_neutral,1,2,Extra Trees,6834,3417,20,0.16158509999513626,0.016133799974340945,0.1777188999694772,Stronger dissatisfied and neutral weights.,"{'dissatisfied': 4, 'neutral': 2.5, 'satisfied': 1}",0.5587615161094036,0.6988586479367866,0.5480593901861442,0.3383084577114428,0.30991735537190085,0.5193965517241379,0.8148642634623943
class_weight_search,class_weight_stronger_dissatisfied_neutral,2,2,Extra Trees,6834,3417,20,0.1736146000039298,0.02080480000586249,0.1944194000097923,Stronger dissatisfied and neutral weights.,"{'dissatisfied': 4, 'neutral': 2.5, 'satisfied': 1}",0.5641844173725832,0.7047117354404449,0.5475940191957254,0.3289435177055897,0.32231404958677684,0.48327939590075514,0.8371886120996441
